index,version,year,engine,current_mileage,hand,gearBox,color,original_onership,next_test_in,annual_licensing_fee,price
598,סיטרואן C3 PICASSO COMFORT,2010,1560 ליטר דיזל,"200,000",2,ידני,אפור בהיר מטלי,פרטית,10 חודשים,"‏1,074 ₪",16800
599,סובארו אימפרזה RX,2007,1498 ליטר בנזין,"240,000",2,אוטומטי,תכלת מטאלי,פרטית,2 חודשים,"‏1,074 ₪",14000
600,סובארו XV 2.0 EYESIGHT,2018,1995 ליטר בנזין,"83,000",2,אוטומטי,שחור,פרטית,9 חודשים,"‏1,835 ₪",118000
601,סובארו XV 2.0 EYESIGHT,2018,1995 ליטר בנזין,"83,000",2,אוטומטי,שחור,פרטית,9 חודשים,"‏1,835 ₪",118000
602,סובארו XV 2.0 EYESIGHT,2018,1995 ליטר בנזין,"83,000",2,אוטומטי,שחור,פרטית,9 חודשים,"‏1,835 ₪",118000
603,קופרה פורמנטור VZ,2021,1984 ליטר בנזין,"16,000",2,אוטומטי,אפור,פרטית,2 חודשים,"‏3,366 ₪",245000
604,קופרה פורמנטור VZ,2021,1984 ליטר בנזין,"16,000",2,אוטומטי,אפור,פרטית,2 חודשים,"‏3,366 ₪",245000
605,קופרה פורמנטור VZ,2021,1984 ליטר בנזין,"16,000",2,אוטומטי,אפור,פרטית,2 חודשים,"‏3,366 ₪",245000
606,דייהטסו סיריון CX,2010,1298 ליטר בנזין,"205,000",3,אוטומטי,לבן,ליסינג,1 חודשים,"‏1,074 ₪",17500
607,דייהטסו סיריון CX,2010,1298 ליטר בנזין,"205,000",3,אוטומטי,לבן,ליסינג,1 חודשים,"‏1,074 ₪",17500
608,אופל קורסה ENJOY,2011,1398 ליטר בנזין,"145,000",3,אוטומטי,לבן,פרטית,5 חודשים,"‏1,074 ₪",18900
609,קיה סורנטו EX,2017,2359 ליטר בנזין,"156,000",1,אוטומטי,אפור,פרטית,4 חודשים,"‏2,563 ₪",144000
610,קיה סורנטו EX,2017,2359 ליטר בנזין,"156,000",1,אוטומטי,אפור,פרטית,4 חודשים,"‏2,563 ₪",144000
611,אאודי TT COUPE DESIGN,2020,1984 ליטר בנזין,"57,000",2,אוטומטי,שחור,פרטית,1 חודשים,"‏3,366 ₪",240000
612,אופל אסטרה ברלינה ENJOY,2013,1362 ליטר בנזין,"140,000",3,אוטומטי,שחור מטלי,ליסינג,11 חודשים,"‏1,424 ₪",28000
613,פיג'ו 5008 ACTIVE,2018,1598 ליטר בנזין,"156,582",1,אוטומטי,לבן,ליסינג,8 חודשים,"‏2,019 ₪",100900
614,פיג'ו 5008 ACTIVE,2018,1598 ליטר בנזין,"156,582",1,אוטומטי,לבן,ליסינג,8 חודשים,"‏2,019 ₪",100900
615,פיג'ו 5008 ACTIVE,2018,1598 ליטר בנזין,"156,582",1,אוטומטי,לבן,ליסינג,8 חודשים,"‏2,019 ₪",100900
616,קיה סורנטו URBAN,2020,2359 ליטר בנזין,"31,000",1,אוטומטי,אפור,ליסינג,6 חודשים,"‏3,366 ₪",190000
617,איסוזו D-Max LS,2016,2499 ליטר דיזל,"100,000",1,אוטומטי,לבן,פרטית,2 חודשים,"‏2,563 ₪",165000
618,איסוזו D-Max LS,2016,2499 ליטר דיזל,"100,000",1,אוטומטי,לבן,פרטית,2 חודשים,"‏2,563 ₪",165000
619,איסוזו D-Max LS,2016,2499 ליטר דיזל,"100,000",1,אוטומטי,לבן,פרטית,2 חודשים,"‏2,563 ₪",165000
620,ב.מ.וו X6 XDRIVE 30D SPORT,2019,2993 ליטר דיזל,"41,000",2,אוטומטי,לבן,פרטית,7 חודשים,"‏4,731 ₪",395000
621,יונדאי טוסון OPEN SKY,2017,1999 ליטר בנזין,"90,000",1,אוטומטי,לבן,פרטית,4 חודשים,"‏2,019 ₪",115999
622,לקסוס GS 300 PREMIUM,2011,2995 ליטר בנזין,"170,000",3,אוטומטי,לבן,פרטית,1 חודשים,"‏1,726 ₪",65000
623,ניסאן X TRAIL VISIA,2017,1598 ליטר דיזל,"63,700",2,אוטומטי,לבן,פרטית,8 חודשים,"‏2,019 ₪",124900
624,יונדאי אלנטרה INSPIRE SR,2020,1591 ליטר בנזין,"24,560",1,אוטומטי,כסוף,ליסינג,10 חודשים,"‏1,811 ₪",102900
625,קיה ספורטז' URBAN,2015,1591 ליטר בנזין,"149,000",3,אוטומטי,אפור,ליסינג,8 חודשים,"‏1,424 ₪",65000
626,קיה ספורטז' PREMIUM GT,2017,1591 ליטר בנזין,"87,000",2,אוטומטי,שחור,פרטית,1 חודשים,"‏2,019 ₪",129000
627,שברולט מאליבו LT,2015,1998 ליטר בנזין,"141,000",2,אוטומטי,לבן,ליסינג,5 חודשים,"‏1,693 ₪",54000
628,מיצובישי פאג'רו GLS,2001,3200 ליטר דיזל,"380,000",5,אוטומטי,כסוף בהיר,פרטית,2 חודשים,"‏1,508 ₪",28000
629,סובארו פורסטר 2.0 OSAKA,2018,1995 ליטר בנזין,"92,500",1,אוטומטי,לבן,פרטית,7 חודשים,"‏2,019 ₪",122400
630,ב.מ.וו סדרה 1 116I BUSINESS,2013,1598 ליטר בנזין,"120,000",5,אוטומטי,שחור מטלי,פרטית,4 חודשים,"‏1,693 ₪",63900
631,ב.מ.וו סדרה 1 116I BUSINESS,2013,1598 ליטר בנזין,"120,000",5,אוטומטי,שחור מטלי,פרטית,4 חודשים,"‏1,693 ₪",63900
632,ב.מ.וו סדרה 1 116I BUSINESS,2013,1598 ליטר בנזין,"120,000",5,אוטומטי,שחור מטלי,פרטית,4 חודשים,"‏1,693 ₪",63900
633,טויוטה יאריס SOL,2016,1329 ליטר בנזין,"130,000",2,אוטומטי,אפור מטל,ליסינג,3 חודשים,"‏1,353 ₪",55900
634,פיאט קובו ACTIVE,2017,1248 ליטר דיזל,"136,000",1,ידני,לבן,חברה,11 חודשים,"‏1,353 ₪",35000
635,פיאט קובו ACTIVE,2015,1248 ליטר דיזל,"257,000",1,ידני,לבן,חברה,13 חודשים,"‏1,424 ₪",22000
636,פיג'ו 208 PREMIUM,2021,1199 ליטר בנזין,"4,055",1,אוטומטי,צהוב,ליסינג,5 חודשים,"‏1,529 ₪",111000
