index,version,CompanyName,year,engine,engine_size,engine_type,current_mileage,hand,gearBox,color,original_onership,next_test_in,annual_licensing_fee,car_length,price
2303,אופל ויוארו VAN,אופל,2017,1598 ליטר דיזל,1598,דיזל,"97,000",1,2,לבן,השכרה,1,2563,499.8,90000
2304,ניסאן מיקרה VISIA,ניסאן,2018,1198 ליטר בנזין,1198,בנזין,"63,500",2,1,אפור כהה מטלי,פרטית,8,1102,382.5,58400
2305,ניסאן ג'וק ACENTA-TECK,ניסאן,2021,999 ליטר בנזין,999,בנזין,0,1,1,כחול מטל,פרטית,7,1811,421.0,132900
2306,איסוזו D-Max LS PREMIUM,איסוזו,2021,1898 ליטר דיזל,1898,דיזל,0,1,1,כסף מטלי,חברה,8,3366,526.5,275000
2307,מאזדה 3,מאזדה,2021,1998 ליטר בנזין,1998,בנזין,0,1,1,לבן,פרטית,5,2130,466.0,150000
2308,רנו קנגו UTHENTIC 2SD,רנו,2017,1461 ליטר דיזל,1461,דיזל,"140,000",2,2,לבן,ליסינג,4,1604,428.2,59000
2309,רנו קנגו ZEN,רנו,2018,1461 ליטר דיזל,1461,דיזל,"156,000",1,2,רב גווני,ליסינג,1,1835,466.6,74000
2310,סיאט איביזה STYLE,סיאט,2019,999 ליטר בנזין,999,בנזין,"104,000",1,1,לבן,פרטית,2,1235,405.9,71900
2311,מרצדס C קלאס C200 AMG FL,מרצדס,2019,1497 ליטר בנזין,1497,בנזין,"15,000",2,1,לבן,פרטית,8,4731,468.6,282000
2312,ב.מ.וו X6 XDRIVE 30D M-EXCLUSIVE,ב.מ.וו,2021,2993 ליטר דיזל,2993,דיזל,0,1,1,שחור,פרטית,3,4731,493.5,745000
2313,סקודה אוקטביה AMBITION,סקודה,2015,1197 ליטר בנזין,1197,בנזין,"150,000",1,1,לבן,ליסינג,8,1424,465.9,52000
2314,ב.מ.וו סדרה 5 530E SPORT M,ב.מ.וו,2021,1998 ליטר חשמל/בנזין,1998,חשמל/בנזין,0,1,1,שחור מטלי,פרטית,3,4731,496.3,455000
2315,ב.מ.וו סדרה 5 530E M-SUPERIOR,ב.מ.וו,2021,1998 ליטר חשמל/בנזין,1998,חשמל/בנזין,0,1,1,שחור מטלי,פרטית,3,4731,496.3,499000
2316,לקסוס CT 200H LUXURY,לקסוס,2018,1798 ליטר בנזין,1798,בנזין,"85,000",1,1,לבן,פרטית,11,2019,435.5,124500
2317,ניסאן סנטרה SR,ניסאן,2019,1798 ליטר בנזין,1798,בנזין,"54,162",1,1,כסוף מטאלי,ליסינג,3,1811,463.5,91900
2318,לנד רובר דיסקאברי ספורט TD 150 SE,לנד,2017,1999 ליטר דיזל,1999,דיזל,"79,800",2,1,לבן,פרטית,1,3357,463.5,187900
2319,יונדאי סנטה פה LUXURY,יונדאי,2007,2656 ליטר בנזין,2656,בנזין,"190,000",2,1,שחור מטלי,פרטית,3,1508,465.0,35999
2320,מיצובישי אטראז INSTYLE,מיצובישי,2016,1193 ליטר בנזין,1193,בנזין,"150,000",2,1,אפור,ליסינג,2,1102,424.5,40500
2321,טויוטה יאריס HYBRID STYLE,טויוטה,2018,1497 ליטר בנזין,1497,בנזין,"33,000",1,1,לבן,פרטית,9,1353,394.5,95000
2322,מאזדה CX-5 EXECUTIVE,מאזדה,2016,1998 ליטר בנזין,1998,בנזין,"77,000",2,1,לבן,פרטית,2,2019,455.5,101000
2323,סקודה קודיאק STYLE,סקודה,2018,1968 ליטר דיזל,1968,דיזל,"101,575",1,1,אפור עכבר,פרטית,1,2563,434.1,199900
2324,אופל אסטרה ENJOY,אופל,2016,1364 ליטר בנזין,1364,בנזין,"140,000",2,1,לבן,פרטית,5,1604,441.9,44900
2325,פולקסווגן פולו COMFORTLINE,פולקסווגן,2014,1197 ליטר בנזין,1197,בנזין,"19,000",1,1,לבן,פרטית,6,1205,397.2,56000
2326,קיה פיקנטו LX,קיה,2018,1248 ליטר בנזין,1248,בנזין,"80,000",1,1,אפור,ליסינג,1,1102,359.5,59000
2327,ניסאן מיקרה VISIA,ניסאן,2017,1198 ליטר בנזין,1198,בנזין,"43,000",3,1,שחור,פרטית,1,1102,382.5,49900
2328,מאזדה CX-5 EXECUTIVE,מאזדה,2016,1998 ליטר בנזין,1998,בנזין,"95,000",2,1,לבן,פרטית,2,2019,455.5,96500
2329,פיאט 500X POP STAR,פיאט,2017,1368 ליטר בנזין,1368,בנזין,"85,892",1,1,לבן,ליסינג,4,1604,424.8,61900
2330,ב.מ.וו X3 XDRIVE 20D BUSINESS,ב.מ.וו,2013,1995 ליטר דיזל,1995,דיזל,"200,000",5,1,שחור,ליסינג,3,2397,464.8,74900
2331,מאזדה 3 COMFORT,מאזדה,2017,1496 ליטר בנזין,1496,בנזין,"139,635",1,1,לבן,ליסינג,8,1604,458.0,89900
2332,יונדאי טוסון PREMIUM,יונדאי,2017,1999 ליטר בנזין,1999,בנזין,"89,000",2,1,שחור,ליסינג,10,1835,447.5,111900
2333,אאודי A1,אאודי,2013,1390 ליטר בנזין,1390,בנזין,"159,000",3,1,שחור,פרטית,2,1693,447.5,49900
2334,רנו קליאו EX PACK PLUS,רנו,2015,1197 ליטר בנזין,1197,בנזין,"151,158",3,1,שחור,פרטית,4,1205,426.7,27900
2335,טויוטה היילקס SR,טויוטה,2005,2494 ליטר דיזל,2494,דיזל,"250,000",1,2,לבן,ממשלתי,3,1427,491.5,57000
2336,קיה ספורטז' URBAN,קיה,2019,1598 ליטר דיזל,1598,דיזל,"87,195",2,1,אפור,ליסינג,1,2130,448.5,115600
2337,מיצובישי אטראז INSTYLE,מיצובישי,2016,1193 ליטר בנזין,1193,בנזין,"174,582",1,1,לבן,ליסינג,5,1102,424.5,39500
2338,פיאט פונטו 1.4 150TH,פיאט,2012,1368 ליטר בנזין,1368,בנזין,"156,000",1,1,שחור מטלי,פרטית,6,1205,403.0,24000
2339,שברולט סוניק LT,שברולט,2015,1398 ליטר בנזין,1398,בנזין,"40,000",2,1,כסף,פרטית,11,985,439.7,60000
2340,קיה סורנטו EX,קיה,2014,2359 ליטר בנזין,2359,בנזין,"145,000",5,1,אפור,פרטית,4,1693,468.5,79000
2341,אאודי A3 SHARP DSN,אאודי,2017,1984 ליטר בנזין,1984,בנזין,"79,000",2,1,שחור,פרטית,6,2563,445.8,119000
2342,ב.מ.וו סדרה 3 330E IPERFORMAN EXCLUSIVE,ב.מ.וו,2018,1998 ליטר חשמל/בנזין,1998,חשמל/בנזין,"58,000",1,1,לבן,פרטית,8,2563,463.3,199500
2343,ג'יפ רנגלר UNLIM RUBICON,ג'יפ,2019,1995 ליטר בנזין,1995,בנזין,"70,000",2,1,לבן,פרטית,1,4731,488.2,349900
2344,יונדאי איוניק HYBRID PREMIUM,יונדאי,2019,1580 ליטר בנזין,1580,בנזין,"136,579",1,1,כסוף,ליסינג,11,1604,447.0,87900
2345,ניסאן NV200 ACENTA,ניסאן,2021,חשמלי,חשמלי,,"6,000",1,1,לבן,פרטית,2,2417,456.0,137000
2346,רנו גראנד קופה INTENSE,רנו,2018,1461 ליטר דיזל,1461,דיזל,"120,000",1,1,לבן,ליסינג,8,1604,463.2,95000
2347,יונדאי ולוסטר INSPIRE,יונדאי,2011,1591 ליטר בנזין,1591,בנזין,"165,000",3,1,כסף מטלי,ליסינג,8,1262,422.0,32900
2348,סוזוקי בלנו GLX,סוזוקי,2019,1242 ליטר בנזין,1242,בנזין,"50,000",1,1,אפור,ליסינג,11,1102,399.5,75000
2349,קיה נירו EX,קיה,2017,1580 ליטר בנזין,1580,בנזין,"140,000",1,1,לבן,ליסינג,9,1604,435.5,97000
2350,אאודי A3 SPORTBACK SHARP SPORT,אאודי,2020,1498 ליטר בנזין,1498,בנזין,"24,000",1,1,לבן,פרטית,6,3366,433.9,179900
2351,פורשה קאיין S LUXURY,פורשה,2011,4806 ליטר בנזין,4806,בנזין,"280,000",3,1,שחור מטלי,פרטית,2,1726,484.6,129500
2352,פולקסווגן גולף GTI,פולקסווגן,2010,1984 ליטר בנזין,1984,בנזין,"130,000",8,1,לבן,פרטית,3,1508,421.3,85000
2353,קיה סיד LX,קיה,2017,1591 ליטר בנזין,1591,בנזין,"165,000",3,1,שחור פנינה,ליסינג,1,1604,431.0,49900
2354,טויוטה יאריס SOL,טויוטה,2005,1298 ליטר בנזין,1298,בנזין,"168,000",5,1,תכלת מטאלי,פרטית,7,1074,364.0,19990
2355,מאזדה 3,מאזדה,2016,1998 ליטר בנזין,1998,בנזין,"47,500",1,1,אפור,פרטית,11,1424,458.5,81500
2356,מרצדס CLA קלאס CLA250 AMG PLUS,מרצדס,2015,1991 ליטר בנזין,1991,בנזין,"135,000",3,1,לבן,פרטית,4,2397,463.0,165000
2357,יונדאי איוניק HYBRID PREMIUM,יונדאי,2018,1580 ליטר בנזין,1580,בנזין,"102,000",1,1,לבן,ליסינג,5,1604,447.0,100400
2358,מרצדס A קלאס A45 AMG,מרצדס,2014,1991 ליטר בנזין,1991,בנזין,"125,000",4,1,לבן,פרטית,3,2397,429.2,168000
2359,יונדאי I25 INSPIRE,יונדאי,2018,1368 ליטר בנזין,1368,בנזין,"130,000",1,1,לבן,ליסינג,7,1353,437.0,63000
2360,סובארו אימפרזה 1.6 I,סובארו,2013,1600 ליטר בנזין,1600,בנזין,"320,000",1,1,אפור כהה,פרטית,4,1424,458.0,25999
2361,יונדאי איוניק HYBRID PREMIUM,יונדאי,2017,1580 ליטר בנזין,1580,בנזין,"165,000",2,1,לבן,ליסינג,4,1604,447.0,79000
2362,סיטרואן ברלינגו MAXI,סיטרואן,2021,1499 ליטר דיזל,1499,דיזל,10,1,2,לבן,פרטית,9,2130,422.0,148990
2363,קאדילאק ATS PREMIUM,קאדילאק,2018,1998 ליטר בנזין,1998,בנזין,"60,000",2,1,לבן,פרטית,4,3357,464.3,175000
2364,ב.מ.וו X4 XDRIVE 20D SPORT,ב.מ.וו,2016,1995 ליטר דיזל,1995,דיזל,"130,000",1,1,לבן,פרטית,7,3357,467.1,180000
2365,סקודה אוקטביה AMBITION,סקודה,2017,1395 ליטר בנזין,1395,בנזין,"158,000",2,1,אפור,ליסינג,8,1604,467.0,79000
2366,טויוטה C-HR HYBRID CLUB,טויוטה,2019,1798 ליטר בנזין,1798,בנזין,"98,000",1,1,לבן,ליסינג,6,1811,436.0,122000
2367,דאצ'יה סנדרו LAUREATE,דאצ'יה,2018,898 ליטר בנזין,898,בנזין,"50,000",2,1,לבן,פרטית,1,1102,405.7,54000
2368,אינפיניטי Q50 PREMIUM,אינפיניטי,2016,1991 ליטר בנזין,1991,בנזין,"92,000",1,1,לבן,פרטית,7,2563,479.0,115000
2369,ניסאן סנטרה SR,ניסאן,2018,1798 ליטר בנזין,1798,בנזין,"38,000",3,1,לבן,ליסינג,1,1604,463.5,75000
2370,מיצובישי אאוטלנדר INSTYLE,מיצובישי,2013,1998 ליטר בנזין,1998,בנזין,"200,000",2,1,נחושת מטאלי,פרטית,7,1693,465.5,67999
2371,ביואיק לקרוס CXL,ביואיק,2010,3000 ליטר בנזין,3000,בנזין,"207,000",4,1,כחול קריסטל,פרטית,6,1508,500.1,42000
2372,ב.מ.וו X1 SDRIVE 18I,ב.מ.וו,2018,1499 ליטר בנזין,1499,בנזין,"47,000",2,1,שחור,פרטית,8,2563,443.9,155000
2373,יונדאי I10 PRIME,יונדאי,2019,1248 ליטר בנזין,1248,בנזין,"55,000",2,1,אפור בהיר מטלי,פרטית,1,1235,366.5,65000
2374,רנו קליאו EX PACK PLUS,רנו,2017,1197 ליטר בנזין,1197,בנזין,"77,000",2,1,לבן,ליסינג,11,1353,426.7,48000
2375,מיצובישי אטראז INSTYLE,מיצובישי,2016,1193 ליטר בנזין,1193,בנזין,"205,773",1,1,לבן,ליסינג,4,1102,424.5,39000
2376,אאודי Q7,אאודי,2016,2967 ליטר דיזל,2967,דיזל,"222,000",2,1,לבן,פרטית,4,3357,505.2,225000
2377,פיאט 500X POP STAR,פיאט,2016,1368 ליטר בנזין,1368,בנזין,"87,000",1,1,ירוק זית מטלי,השכרה,5,1604,424.8,59400
2378,יונדאי טוסון OPEN SKY,יונדאי,2016,1999 ליטר בנזין,1999,בנזין,"120,000",4,1,שחור,פרטית,1,2019,447.5,104900
2379,סובארו XV NEW CLASSIC,סובארו,2019,1600 ליטר בנזין,1600,בנזין,"134,634",1,1,לבן,השכרה,12,1604,446.5,103143
2380,פיג'ו 301 ACTIVE,פיג'ו,2017,1587 ליטר בנזין,1587,בנזין,"106,330",1,1,כחול,השכרה,1,1353,444.2,43450
2381,פיאט פנדה DYNAMIC,פיאט,2005,1242 ליטר בנזין,1242,בנזין,"185,500",3,2,כסף,פרטית,2,880,353.8,12400
2382,טויוטה קורולה SUN,טויוטה,2018,1598 ליטר בנזין,1598,בנזין,"117,260",1,1,כסוף,השכרה,1,1604,462.0,93551
2383,קיה סורנטו PREMIUM,קיה,2014,2199 ליטר דיזל,2199,דיזל,"240,000",1,1,לבן,פרטית,7,1962,468.5,89000
2384,מיצובישי אטראז INSTYLE,מיצובישי,2016,1193 ליטר בנזין,1193,בנזין,"197,932",1,1,כסוף,ליסינג,4,1102,424.5,37000
2385,מיצובישי אטראז INSTYLE,מיצובישי,2016,1193 ליטר בנזין,1193,בנזין,"208,354",1,1,כסוף,ליסינג,4,1102,424.5,29990
2386,סקודה קארוק AMBITION,סקודה,2018,999 ליטר בנזין,999,בנזין,"90,000",1,1,לבן,פרטית,8,1604,438.2,109999
2387,יונדאי I25 INSPIRE,יונדאי,2014,1591 ליטר בנזין,1591,בנזין,"207,000",2,1,כסף מטלי,פרטית,1,1205,437.0,39990
2388,פורד פוקוס TREND,פורד,2012,1596 ליטר בנזין,1596,בנזין,"123,000",3,1,כסף,ליסינג,3,1424,455.6,24000
2389,טויוטה פריוס HYBRID GLI,טויוטה,2008,1497 ליטר בנזין,1497,בנזין,"220,000",3,1,שחור,ליסינג,1,1369,445.0,22000
2390,סקודה ראפיד AMBITION,סקודה,2018,999 ליטר בנזין,999,בנזין,"110,000",1,1,לבן,ליסינג,1,1353,448.3,69000
2391,מאזדה 2 DYNAMIC,מאזדה,2019,1496 ליטר בנזין,1496,בנזין,"69,500",2,1,אפור כהה,ליסינג,2,1529,406.0,84400
2392,מרצדס A קלאס A180 URBAN FL,מרצדס,2018,1595 ליטר בנזין,1595,בנזין,"85,000",2,1,לבן,פרטית,1,2563,429.9,156000
2393,ב.מ.וו X3 XDRIVE 28I LUXURY,ב.מ.וו,2015,1997 ליטר בנזין,1997,בנזין,"113,000",4,1,לבן,פרטית,1,2397,465.7,145000
2394,סיאט לאון CUPRA,סיאט,2015,1984 ליטר בנזין,1984,בנזין,"95,000",5,1,אפור,פרטית,9,1962,422.8,145000
2395,איסוזו D-Max LS,איסוזו,2014,2499 ליטר דיזל,2499,דיזל,"207,000",2,1,לבן,פרטית,7,1962,529.5,128000
2396,אופל אסטרה ENJOY-ST,אופל,2017,1399 ליטר בנזין,1399,בנזין,"142,422",1,1,כסוף,ליסינג,10,1604,470.2,57208
2397,אאודי A4 EXECUT DSN,אאודי,2016,1395 ליטר בנזין,1395,בנזין,"129,000",1,1,לבן,פרטית,3,2563,472.6,101900
2398,קיה ספורטז' URBAN,קיה,2019,1999 ליטר בנזין,1999,בנזין,"27,000",1,1,שחור,ליסינג,8,2130,448.5,135000
2399,קיה ספורטז' URBAN,קיה,2018,1591 ליטר בנזין,1591,בנזין,"42,000",1,1,לבן,ליסינג,5,1604,448.0,112000
2400,סקודה סופרב AMBITION,סקודה,2016,1798 ליטר בנזין,1798,בנזין,"166,900",1,1,כסף מטלי,פרטית,5,2019,486.1,92000
2401,מאזדה 5 EXECUTIVE,מאזדה,2011,1999 ליטר בנזין,1999,בנזין,"184,000",2,1,כסף,ליסינג,1,1427,458.5,40000
2402,טויוטה קורולה SUN,טויוטה,2017,1598 ליטר בנזין,1598,בנזין,"95,000",1,1,לבן,ליסינג,11,1604,462.0,82000
2403,קיה סורנטו EX,קיה,2004,2497 ליטר דיזל,2497,דיזל,"225,000",8,1,כסף,פרטית,2,1427,462.5,22500
2404,קיה פיקנטו LX,קיה,2018,1248 ליטר בנזין,1248,בנזין,"158,000",1,1,שחור מטאלי,פרטית,1,1102,359.5,59500
2405,ניסאן קשקאי ACENTA SV,ניסאן,2015,1197 ליטר בנזין,1197,בנזין,"85,000",1,1,שחור מטלי,פרטית,5,1693,437.7,72500
2406,פיג'ו 208 ACCESS,פיג'ו,2017,1199 ליטר בנזין,1199,בנזין,"108,269",1,1,אפור,השכרה,11,1102,397.3,48558
2407,סקודה אוקטביה AMBITION,סקודה,2018,1395 ליטר בנזין,1395,בנזין,"213,000",2,1,אפור,חברה,7,1604,467.0,85000
2408,מאזדה 5 EXECUTIVE,מאזדה,2011,1999 ליטר בנזין,1999,בנזין,"260,000",4,1,כסף,ליסינג,8,1427,458.5,40400
2409,סקודה אוקטביה STYLE,סקודה,2016,1197 ליטר בנזין,1197,בנזין,"176,000",2,1,שחור,ליסינג,3,1604,465.9,57000
2410,שברולט טראקס LT LUX,שברולט,2019,1364 ליטר בנזין,1364,בנזין,"44,000",1,1,לבן,פרטית,2,1811,425.7,106000
2411,מאזדה 3 ACTIVE,מאזדה,2016,1496 ליטר בנזין,1496,בנזין,"84,000",2,1,כסוף,פרטית,8,1604,458.5,68000
2412,סקודה סופרב L K,סקודה,2021,1984 ליטר בנזין,1984,בנזין,"29,000",1,1,כסף מטלי,פרטית,1,3366,486.9,301500
2413,יונדאי סונטה HYBRID PREMIUM,יונדאי,2017,1999 ליטר בנזין,1999,בנזין,"115,000",1,1,לבן,ליסינג,5,2019,485.5,82000
2414,הונדה סיוויק COMFORT,הונדה,2018,988 ליטר בנזין,988,בנזין,"151,000",1,1,שחור,ליסינג,6,1604,451.8,79250
2415,שברולט מאליבו LT,שברולט,2015,1998 ליטר בנזין,1998,בנזין,"108,000",3,1,שחור,פרטית,4,1693,486.4,54000
2416,קיה סורנטו URBAN,קיה,2017,2359 ליטר בנזין,2359,בנזין,"283,800",1,1,לבן,ליסינג,5,2019,478.0,107000
2417,מאזדה 6 EXECUTIVE,מאזדה,2012,1999 ליטר בנזין,1999,בנזין,"190,000",2,1,לבן,ליסינג,2,1693,475.5,37000
2418,סקודה אוקטביה AMBIENTE,סקודה,2011,1197 ליטר בנזין,1197,בנזין,"217,000",3,1,כסף מטלי,ליסינג,1,1262,456.9,35000
2419,סקודה ראפיד AMBITION,סקודה,2018,999 ליטר בנזין,999,בנזין,"160,000",1,1,לבן,ליסינג,3,1353,448.3,63000
2420,ניסאן X TRAIL ACENTA,ניסאן,2018,1598 ליטר דיזל,1598,דיזל,"150,000",1,1,כסף מטלי,ליסינג,10,2019,469.0,125000
2421,מאזדה 2 ACTIVE,מאזדה,2008,1498 ליטר בנזין,1498,בנזין,"220,000",2,1,כחול,השכרה,9,1074,388.5,20000
2422,ב.מ.וו סדרה 7 740E iPERFORMANCE LUXURY M S,ב.מ.וו,2018,1998 ליטר חשמל/בנזין,1998,חשמל/בנזין,"72,000",2,1,לבן,פרטית,9,3357,388.5,420000
2423,מאזדה CX-5 LUXURY,מאזדה,2015,1998 ליטר בנזין,1998,בנזין,"92,000",1,1,לבן,ליסינג,9,1693,455.5,92000
2424,מיצובישי L-200 DESERT,מיצובישי,2021,2268 ליטר דיזל,2268,דיזל,0,1,1,לבן,פרטית,6,3366,522.5,239900
2425,מרצדס C קלאס C200 AMG EDITION,מרצדס,2021,1497 ליטר בנזין,1497,בנזין,"27,000",1,1,שחור,ייבוא אישי,1,4731,469.3,359000
2426,מרצדס CLA קלאס CLA200 URBAN,מרצדס,2016,1595 ליטר בנזין,1595,בנזין,"144,000",3,1,לבן,פרטית,3,2563,463.0,145900
2427,סיטרואן C4 פיקאסו COMFORT PK,סיטרואן,2017,1598 ליטר בנזין,1598,בנזין,"122,682",1,1,אפור,השכרה,1,1604,442.8,67024
2428,פיאט דובלו 1.3 ACTIVE,פיאט,2012,1248 ליטר דיזל,1248,דיזל,"220,000",3,2,לבן,ליסינג,4,1424,439.0,20999
2429,יונדאי אקסנט GL,יונדאי,2011,1399 ליטר בנזין,1399,בנזין,"172,000",2,1,לבן,ליסינג,3,1074,428.0,19000
2430,הונדה סיוויק COMFORT,הונדה,2006,1799 ליטר בנזין,1799,בנזין,"202,000",1,1,כסוף כהה,פרטית,1,1427,424.5,18000
2431,אלפא רומיאו ג'וליטה DISTINCTIVE,אלפא,2013,1368 ליטר בנזין,1368,בנזין,"160,000",2,1,אפור מטל,פרטית,5,1693,435.1,47000
2432,פיג'ו 308 SW ACTIVE,פיג'ו,2016,1199 ליטר בנזין,1199,בנזין,"165,016",4,1,אפור,ליסינג,2,1604,425.3,30000
2433,פורד פוקוס TREND,פורד,2012,1596 ליטר בנזין,1596,בנזין,"229,537",2,1,לבן,ליסינג,5,1424,455.6,25250
2434,פיג'ו 301 ACTIVE,פיג'ו,2017,1587 ליטר בנזין,1587,בנזין,"124,082",1,1,לבן,השכרה,11,1353,444.2,41618
2435,פולקסווגן פאסאט COMFORTLINE,פולקסווגן,2017,1798 ליטר בנזין,1798,בנזין,"115,000",1,1,שחור מטלי,ליסינג,1,2019,476.7,86000
2436,ב.מ.וו סדרה 2 218I SPORT,ב.מ.וו,2021,1499 ליטר בנזין,1499,בנזין,0,1,1,לבן,פרטית,2,3366,452.6,245000
2437,ב.מ.וו X2 XDRIVE 25E M SPORT,ב.מ.וו,2021,1499 ליטר חשמל/בנזין,1499,חשמל/בנזין,0,1,1,שחור מטלי,פרטית,11,4731,436.0,289000
2438,רנו פלואנס PRIVELEGE,רנו,2017,1461 ליטר דיזל,1461,דיזל,"100,000",1,1,כסף מטלי,השכרה,11,1604,461.3,63500
2439,פיאט קובו ACTIVE,פיאט,2017,1248 ליטר דיזל,1248,דיזל,"135,000",1,1,לבן,פרטית,2,1604,395.9,49000
2440,מאזדה 6 LUXURY,מאזדה,2020,1998 ליטר בנזין,1998,בנזין,0,1,1,שחור,פרטית,6,2417,487.0,166000
2441,הונדה סיוויק COMFORT,הונדה,2018,988 ליטר בנזין,988,בנזין,"67,783",1,1,לבן,ליסינג,9,1604,451.8,85900
2442,סובארו אימפרזה B3 RX,סובארו,2010,1498 ליטר בנזין,1498,בנזין,"125,652",3,1,שחור,פרטית,3,1262,458.0,34900
2443,ניסאן נוט ACENTA PLUS,ניסאן,2012,1598 ליטר בנזין,1598,בנזין,"145,022",1,1,אפור מטאלי,פרטית,4,1205,408.3,36900
2444,לקסוס UX 300E PREMIUM,לקסוס,2021,חשמלי,חשמלי,,"9,000",1,1,כסוף מטאלי,פרטית,3,3366,449.5,249900
2445,מרצדס SLC 180 SLC 180,מרצדס,2020,1595 ליטר בנזין,1595,בנזין,"69,000",1,1,לבן,פרטית,11,3366,370.5,290000
2446,קיה ספורטז' URBAN,קיה,2017,1999 ליטר בנזין,1999,בנזין,"133,917",1,1,לבן,פרטית,12,1835,448.0,99900
2447,טויוטה RAV4 HYBRID EXPERIENCE,טויוטה,2021,2487 ליטר בנזין,2487,בנזין,"52,790",1,1,לבן,ליסינג,11,2417,460.0,191124
2448,טויוטה קורולה סטיישן SPACE,טויוטה,2019,1798 ליטר בנזין,1798,בנזין,"73,184",1,1,כחול,ליסינג,3,1811,465.0,113710
2449,יונדאי אלנטרה INSPIRE SR,יונדאי,2019,1591 ליטר בנזין,1591,בנזין,"47,175",1,1,שחור,ליסינג,5,1811,462.0,104600
2450,ניסאן סנטרה SR,ניסאן,2019,1798 ליטר בנזין,1798,בנזין,"75,303",1,1,כסוף מטאלי,ליסינג,11,1604,463.5,86900
2451,קיה קארנס LX,קיה,2016,1999 ליטר בנזין,1999,בנזין,"198,000",2,1,לבן,ליסינג,5,1835,452.5,58500
2452,פורד אדג' SEL PLUS,פורד,2011,3496 ליטר בנזין,3496,בנזין,"180,000",3,1,כסוף בהיר,פרטית,7,1508,467.9,67000
2453,פולקסווגן פולו COMFORTLINE,פולקסווגן,2017,1197 ליטר בנזין,1197,בנזין,"71,000",2,1,שחור מטלי,פרטית,2,1353,397.2,55900
2454,מאזדה 6 EXECUTIVE,מאזדה,2009,1999 ליטר בנזין,1999,בנזין,"190,000",4,1,כסף מטלי,פרטית,6,1369,475.5,28000
2455,פורד אדג' SEL PLUS,פורד,2014,1999 ליטר בנזין,1999,בנזין,"130,000",2,1,כסף,פרטית,5,1962,467.9,83000
2456,יונדאי I10 PRIME,יונדאי,2018,1248 ליטר בנזין,1248,בנזין,"85,142",1,1,אפור,השכרה,5,1102,366.5,66440
2457,קיה פיקנטו LX,קיה,2019,1248 ליטר בנזין,1248,בנזין,"66,494",1,1,לבן,השכרה,2,1235,359.5,75060
2458,מיצובישי אטראז INSTYLE,מיצובישי,2016,1193 ליטר בנזין,1193,בנזין,"196,228",1,1,כסוף,ליסינג,5,1102,424.5,39000
2459,טויוטה היילקס,טויוטה,2012,2982 ליטר דיזל,2982,דיזל,"191,000",1,1,שחור מטלי,פרטית,2,1962,424.5,142500
2460,אאודי A8 SYCAMOREGREY,אאודי,2015,2995 ליטר בנזין,2995,בנזין,"80,000",1,1,לבן,פרטית,6,2397,424.5,189000
2461,טויוטה קורולה LIMITED,טויוטה,2020,1798 ליטר בנזין,1798,בנזין,"20,000",1,1,כסף מטלי,פרטית,3,1811,463.0,143999
2462,מרצדס SLC 180 SLC 180,מרצדס,2020,1595 ליטר בנזין,1595,בנזין,"69,000",2,1,לבן,פרטית,11,3366,463.0,295000
2463,אאודי Q5,אאודי,2011,1984 ליטר בנזין,1984,בנזין,"171,000",2,1,שחור,פרטית,7,1726,462.9,60900
2464,מיצובישי אאוטלנדר INTENSE,מיצובישי,2019,1998 ליטר בנזין,1998,בנזין,"84,768",1,1,אפור,ליסינג,11,2019,469.5,131900
2465,מאזדה 3 SPORT,מאזדה,2019,1998 ליטר בנזין,1998,בנזין,"84,781",1,1,שחור,ליסינג,1,1811,458.0,105000
2466,פיג'ו 208 ACTIVE,פיג'ו,2015,1199 ליטר בנזין,1199,בנזין,"130,827",3,1,אפור,פרטית,6,985,397.3,41900
2467,סיטרואן ברלינגו COMFORT PLUS,סיטרואן,2018,1560 ליטר דיזל,1560,דיזל,"144,530",1,2,לבן,ליסינג,5,1604,438.0,68900
2468,סובארו XV 1.6I,סובארו,2017,1600 ליטר בנזין,1600,בנזין,"143,876",2,1,לבן,ליסינג,1,1835,445.0,74900
2469,קיה סורנטו PREMIUM,קיה,2010,2359 ליטר בנזין,2359,בנזין,"142,183",2,1,אפור,פרטית,4,1508,468.5,84900
2470,טויוטה יאריס SOL,טויוטה,2017,1496 ליטר בנזין,1496,בנזין,"120,000",2,1,אפור,ליסינג,6,1102,394.5,64500
2471,מאזדה 2 ACTIVE,מאזדה,2011,1498 ליטר בנזין,1498,בנזין,"179,000",3,1,אפור,השכרה,7,1074,426.3,19900
2472,מאזדה CX-3 ZOOM,מאזדה,2018,1998 ליטר בנזין,1998,בנזין,"111,995",1,1,אפור בהיר,ליסינג,5,1604,427.5,91900
2473,לקסוס CT 200H,לקסוס,2013,1798 ליטר בנזין,1798,בנזין,"84,000",1,1,אפור כהה מטלי,פרטית,4,1693,432.0,66000
2474,אאודי A3 SEDAN DESIGN LMTD,אאודי,2019,1984 ליטר בנזין,1984,בנזין,"55,000",1,1,לבן,פרטית,5,3366,445.8,169500
2475,שברולט טרוורס LS,שברולט,2014,3564 ליטר בנזין,3564,בנזין,"180,000",2,1,אפור כהה מטלי,חברה,4,1962,520.7,66900
2476,מאזדה 3,מאזדה,2011,1999 ליטר בנזין,1999,בנזין,"178,000",2,1,כסף,פרטית,2,1262,458.0,31500
